id	text	label
90	why do you charge for transfers?	top_up_by_bank_transfer_charge
91	When traveling, is it possible for it to add money at specific time intervals?	automatic_top_up
92	Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.	top_up_reverted
93	Why has my withdrawal not posted?	pending_cash_withdrawal
94	What top up charges are there for US cards?	top_up_by_card_charge
95	What works for identity verification?	verify_my_identity
96	I could not get a top-up to work, why?	top_up_failed
97	Why did my card get charged twice for a transaction?	transaction_charged_twice
98	I would like a disposable virtual card, could I get one?	get_disposable_virtual_card
99	Why doesn't the person I sent money to see that transfer yet?	transfer_not_received_by_recipient
100	I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.	declined_transfer
101	A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?	direct_debit_payment_not_recognised
102	Verifying top-up cards necessary?	verify_top_up
103	I didn't cancel my card payment.	reverted_card_payment?
104	What would be a reason my transfer got declined?	declined_transfer
105	I had a card payment that was declined.  Why?	declined_card_payment
106	what was the $1 fee i got	extra_charge_on_statement
107	I would like open a second card for my daughter, how can you assist me?	getting_spare_card
108	I made a deposit in the ATM and it has not cleared	pending_cash_withdrawal
109	Is it right that I've been charged for transferring money?	transfer_fee_charged
110	Where are the cards transported to?	order_physical_card
111	My app shows a money withdrawal that I did not do.	cash_withdrawal_not_recognised
112	I no longer have my phone with the app, what should I do?	lost_or_stolen_phone
113	What do I have to do to change my pin?	change_pin
114	How do I troubleshoot my contactless?	contactless_not_working
115	My beneficiary didn't receive my transfer	beneficiary_not_allowed
116	Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one.	card_about_to_expire
117	Give me a refund now!! I am still waiting.	Refund_not_showing_up
118	I couldnt get cash in an ATM	declined_cash_withdrawal
119	How to receive the actual card	order_physical_card
120	Why is my transfer still pending after all this time?	pending_transfer
121	Can you tell me the names of the fiat currencies that I can use at your institution?	fiat_currency_support
122	I deposited cash into my account, why do I not see it?	balance_not_updated_after_cheque_or_cash_deposit
123	I need to set up an account for my daughter, how would I do that?	age_limit
124	I shouldn't be charged any fee for transferring .	transfer_fee_charged
125	My top up has failed	top_up_failed
126	Is there a maximum for top-ups?	top_up_limits
127	I received the wrong exchange rate for an item i bought.	card_payment_wrong_exchange_rate
128	What method do you use for the exchange rate?	exchange_rate
129	I don't understand why I'm being charged for using my card.	card_payment_fee_charged
130	I withdrew cash but it still shows as pending?	pending_cash_withdrawal
131	I can not find my refund.	Refund_not_showing_up
132	I have a Visa and Mastercard, can I use these?	visa_or_mastercard
133	Why is my transaction taking so long to complete?	transfer_not_received_by_recipient
134	I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.	declined_card_payment
135	What countries are you located in?	country_support
136	my top up isnt there yet where do i find it	topping_up_by_card
137	Why is my card payment pending?	pending_card_payment
138	Can I pay more to get it deliver quicker?	card_delivery_estimate
139	My transfer was wrong, are you able to stop it before it goes through please?	cancel_transfer
140	Do I need to do anything? My phone was stolen yesterday.	lost_or_stolen_phone
141	I'm trying to move money from my account to elsewhere, but it's giving me an error message.	declined_transfer
142	I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative	top_up_failed
143	My top up is still pending	pending_top_up
144	i have tried everything to complete a transfer but can't, what should i do next	declined_transfer
145	Is it possible for me to change my PIN number?	change_pin
146	My card is about to expire. What do I need to do to keep using my card?	card_about_to_expire
147	What is the cost for physical cards?	order_physical_card
148	I heard that you support more than one type of fiat currency, would you tell me which ones please?	fiat_currency_support
149	Should my top-up be completed by now?	pending_top_up
150	my payment was rejected	declined_card_payment
151	What do I do if I got the wrong amount at the ATM?	wrong_amount_of_cash_received
152	Please send me a disposable virtual card.	get_disposable_virtual_card
153	What is the refund procedure?	request_refund
154	Why wouldn't the ATM give me cash?	declined_cash_withdrawal
155	Why is there a fee for my transfer?	transfer_fee_charged
156	Are cards from the US accepted?	supported_cards_and_currencies
157	i dont recognize a charge on my card	card_payment_not_recognised
158	What is the verification code for my top up card?	verify_top_up
159	Can you tell me why my transfer declined?	declined_transfer
160	I used the ATM to get money out and did not realize I would be charged as much as I was or I would not have done that!	wrong_exchange_rate_for_cash_withdrawal
161	Is an auto top-up option available?	automatic_top_up
162	Could I raise a dispute for a large payment that i found out was not done by me in my couple of last statements? I am aware its delayed now. Please help me out.	direct_debit_payment_not_recognised
163	How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok	balance_not_updated_after_bank_transfer
164	Can I get a Visa instead of a MasterCard?	visa_or_mastercard
165	My money I added isn't on my card.	top_up_failed
166	I think there has been a mistake with my transfer	declined_transfer
167	What is the maximum transactions for one disposable card?	disposable_card_limits
168	How do I delete my account? I am dissatisfied with the service.	terminate_account
169	Transfer was declined, could not complete request.	declined_transfer
170	Does the PIN come under separate cover?	get_physical_card
171	What are the time frames for the money to be available in my account?	transfer_timing
172	I made a payment and it appears it is showing twice	transaction_charged_twice
173	How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.	card_payment_fee_charged
174	I did a transfer.  What is the extra fee?	transfer_fee_charged
175	How many disposable  cards are available per account?	disposable_card_limits
176	Can you tell me how to change my PIN?	change_pin
177	Why wasn't my contactless accepted at the metro?	contactless_not_working
178	Help! I've forgot my app passcode!	passcode_forgotten
179	How do I unblock my card?	pin_blocked
180	Card payment was declined, do you know why?	declined_card_payment
181	Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?	pending_cash_withdrawal
182	Why was money taken for a transfer?	transfer_fee_charged
183	Are there any disposable virtual cards?	get_disposable_virtual_card
184	How long before a check I send clears?	top_up_by_cash_or_cheque
185	The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?	failed_transfer
186	Do I need to pay extra for exchanging currencies?	exchange_charge
187	where can I find the auto-top up option?	automatic_top_up
188	What's going on with my balance? Shouldn't it be a bit higher since I deposited a cheque a day ago?	balance_not_updated_after_cheque_or_cash_deposit
189	Why am I charged a fee when using my debit or credit card?	card_payment_fee_charged
190	I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?	failed_transfer
191	I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?	card_payment_not_recognised
192	There's been a transaction to the wrong account.	cancel_transfer
193	If I need to top up with cash where should I look?	top_up_by_cash_or_cheque
194	I tried to get gas but my money was gone!	topping_up_by_card
195	The app is showing a payment I never made.	card_payment_not_recognised
196	I want to give a second card for this account to my daughter, would this be possible?	getting_spare_card
197	Why am I getting declines when trying to make a purchase online?	declined_transfer
198	At what cash machines can I change my PIN?	change_pin
199	I can't see my refund in my history.	Refund_not_showing_up
200	When do i activate auto top-up?	automatic_top_up
201	A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.	direct_debit_payment_not_recognised
202	Are cards delivered to my location?	order_physical_card
203	How long do transfers from Europe take?	transfer_timing
204	What is this extra fee?	card_payment_fee_charged
205	what to do about stolen phone	lost_or_stolen_phone
206	My payment shows that it is pending will I be charged more money?	pending_transfer
207	I want a refund	request_refund
208	If my salary is in GBP, do I need to do something?	receiving_money
209	What is the greatest number of times that I can top-up?	top_up_limits
210	I need to reset my passcode. Where do I go to do that?	passcode_forgotten
211	If I need an additional card, is there a fee for that?	getting_spare_card
212	I tried to do a transfer and it's saying it declined.	declined_transfer
213	How long should it take for my top-up to finish? I've been waiting a while.	pending_top_up
214	I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.	request_refund
215	How much does it cost to get more cards?	getting_spare_card
216	I can't use my card for anything	card_not_working
217	How will I get my card?	card_delivery_estimate
218	What is the delivery time to the US?	card_delivery_estimate
219	Are there still fees for european top-ups?	top_up_by_card_charge
220	I deposited a check yesterday and Im not seeing it in my account. i need the money, is there something wrong with my account? check it out please	balance_not_updated_after_cheque_or_cash_deposit
221	Will you charge for a physical card?	order_physical_card
222	Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?	card_payment_wrong_exchange_rate
223	From which age can my kids use your service?	age_limit
224	There is a payment I don't recognize	card_payment_not_recognised
225	Trouble with my top up	top_up_failed
226	My disposable virtual card got rejected	virtual_card_not_working
227	How do I activate my card so I can start using it?	activate_my_card
228	I have received my American express in apple play, looks like top up has an issue, please help?	apple_pay_or_google_pay
229	What businesses accept this card?	card_acceptance
230	I need to dispute a direct debit.	direct_debit_payment_not_recognised
231	This transaction needs both a Visa and a Mastercard.	visa_or_mastercard
232	I can't remember what my password is	passcode_forgotten
233	Why does top-up require verification?	verify_top_up
234	An item I bought had the wrong exchange rate applied.	card_payment_wrong_exchange_rate
235	Why won't my virtual card work?	virtual_card_not_working
236	The exchange rate you are using is really bad.This can't be the official interbank exchange rate.	card_payment_wrong_exchange_rate
237	Are you okay with exchanges to EUR?	fiat_currency_support
238	Can I get information on the identity checks?	verify_my_identity
239	Explain why my top up has been reverted please.	top_up_reverted
240	How come my transfer got declined	declined_transfer
241	What is this extra fee while I was doing a transfer?	transfer_fee_charged
242	How do I find the PIN?	get_physical_card
243	Am I able to cancel a transfer I just made	cancel_transfer
244	There's a payment that isn't mine on my app	card_payment_not_recognised
245	Are there specific ATM's I can use with this card?	atm_support
246	What is the most amount of disposable cards allowable?	disposable_card_limits
247	Is identity verification required for me to use my account?	why_verify_identity
248	What should I do if my phone is lost or stolen?	lost_or_stolen_phone
249	I am still waiting on my bank transfer	balance_not_updated_after_bank_transfer
250	On the card that is coming, what's the tracking info?	card_arrival
251	Bank transfer to account did not show up, please help?	balance_not_updated_after_bank_transfer
252	Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?	failed_transfer
253	My account was charged a debit payment I don't recognize.	direct_debit_payment_not_recognised
254	I just got my new card and tried using it and it was declined?	declined_card_payment
255	The cash I wanted wasn't there.	wrong_amount_of_cash_received
256	I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet.	request_refund
257	I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.	pending_top_up
258	I exchange my currency quite a bit.  Do I get an exchange price break?	exchange_charge
259	where can i deposit a check	top_up_by_cash_or_cheque
260	Why would my payment have been returned to my account?	reverted_card_payment?
261	I paid with a card and there is an extra charge. Why?	card_payment_fee_charged
262	How can I get a refund for an item I purchased but has not yet arrived?	request_refund
263	What are Interbanks current exchange rates?	exchange_rate
264	I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?	cash_withdrawal_charge
265	How do I get to the virtual cards?	getting_virtual_card
266	One of my payments was doubled	transaction_charged_twice
267	I received the wrong amount of cash from the ATM. Can you help?	wrong_amount_of_cash_received
268	Why can't the recepient of my money transaction see it?	transfer_not_received_by_recipient
269	Is it possible for me to set up separate accounts for my kids?	age_limit
270	Since I got married, I need to change my name.	edit_personal_details
271	How do I unblock my PIN?	pin_blocked
272	My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue	transaction_charged_twice
273	When will I receive the card?	card_delivery_estimate
274	I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?	transfer_not_received_by_recipient
275	I tried to make a transfer like five different times. Why won't your system let me? Is it broke?	failed_transfer
276	How do I know it is a Mastercard ATM?	atm_support
277	I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?	declined_card_payment
278	Why is there a verification to identity	why_verify_identity
279	Why was I charged an additional $1?	extra_charge_on_statement
280	How much to exchange currencies?	exchange_charge
281	Do you have the best exchange rate?	exchange_rate
282	It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.	balance_not_updated_after_bank_transfer
283	Can I use a check to get gas?	top_up_by_cash_or_cheque
284	I used the wrong account.	cancel_transfer
285	Why was I charged a fee when making this transfer when I shouldn't have been?	transfer_fee_charged
286	I'd like like to know where I can order a virtual card?	getting_virtual_card
287	What could the reason be that my payment card was declined?	declined_card_payment
288	Is a new debit card free?	getting_spare_card
289	The app won't let me transfer money to a beneficiary	beneficiary_not_allowed
290	There has been a charge pending on my account statement that I can't figue out it's for a dollar.	extra_charge_on_statement
291	I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.	transfer_fee_charged
292	I need to exchange between different currencies, like GBP and USD. Can I do that with your app?	exchange_via_app
293	Why was there a fee with my cash withdrawal?	cash_withdrawal_charge
294	Why was my withdrawal declined	declined_cash_withdrawal
295	I was overcharged a pound.	extra_charge_on_statement
296	Do I get a real card?	order_physical_card
297	I put some money in my account the other day and it's not gone in yet, can you help with this?	balance_not_updated_after_cheque_or_cash_deposit
298	I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?	cancel_transfer
299	I placed a cheque but the funds aren't there	balance_not_updated_after_cheque_or_cash_deposit
300	I've been waiting since Friday, where is my money?	transfer_not_received_by_recipient
301	How can I reset my passcode?	passcode_forgotten
302	WHAT IS THE MAIN REASON OF THIS PROBLEM	card_not_working
303	I sent money to someone but they haven't gotten it, what's going on?	transfer_not_received_by_recipient
304	I got double charged from something, what can I do?	transaction_charged_twice
305	There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on	card_not_working
306	I am perplexed. Why is it that I received an extremely wrong rate when I tried to use an ATM using a foreign currency?	wrong_exchange_rate_for_cash_withdrawal
307	Please explain why my top-up hasn't been processed yet?	pending_top_up
308	I wasn't charged the correct exchange rate for an item I purchased.	card_payment_wrong_exchange_rate
309	Why am I seeing a direct debit thats not mine?	direct_debit_payment_not_recognised
310	when i travel can it top up automatically	automatic_top_up
311	When will I get my new card?	card_arrival
312	I would like a physical card	order_physical_card
313	Unsure how to provide my identity.	unable_to_verify_identity
314	What currencies are supported?	fiat_currency_support
315	I checked on google and the exchange rate you are using is really bad. Can you update it?	card_payment_wrong_exchange_rate
316	I tried to deposit a cheque into my account and it is not letting me.	top_up_by_cash_or_cheque
317	How do i find my top-up card's verification code?	verify_top_up
318	Can I change my PIN at my local bank?	change_pin
319	There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!	pending_top_up
320	Can somebody else top up my account?	topping_up_by_card
321	Does my account have the option to hold multiple currencies?	fiat_currency_support
322	Are cards available to those outside of the UK?	country_support
323	I want to top up from my Apple Watch, can I?	apple_pay_or_google_pay
324	My balance doesn't include my latest transfer	balance_not_updated_after_bank_transfer
325	I've been waiting ages and my PIN hasn't gotten here.	get_physical_card
326	Can I choose whether I receive a Visa or a Mastercard card?	visa_or_mastercard
327	Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before	cash_withdrawal_charge
328	let me know how many disposable cards I can have?	disposable_card_limits
329	I purchased something overseas and the incorrect exchange rate was applied.	card_payment_wrong_exchange_rate
330	I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one?	get_disposable_virtual_card
331	How do I use American express to top up my account?	supported_cards_and_currencies
332	I saw money was taken out of my account by a seller a while back. I do not recognize the seller, but I'm pretty certain I didn't make that payment. Can you track who the seller is?	direct_debit_payment_not_recognised
333	I tried to withdraw cash and got declined, why is that?	declined_cash_withdrawal
334	I would like to change my address.	edit_personal_details
335	Can you tell me about the exchange fee?	exchange_charge
336	I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?	card_payment_wrong_exchange_rate
337	Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.	beneficiary_not_allowed
338	I just checked my statement and saw a $1 charge, why is it there?	extra_charge_on_statement
339	I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?	Refund_not_showing_up
340	Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.	wrong_amount_of_cash_received
341	Is there a way to track my card?	card_arrival
342	I need two cards. Is this possible?	getting_spare_card
343	Please delete this account.	terminate_account
344	I tried transferring to an account but it didn't go through. What happened?	beneficiary_not_allowed
345	I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.	balance_not_updated_after_cheque_or_cash_deposit
346	can i get a physical card online	order_physical_card
347	I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.	beneficiary_not_allowed
348	There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.	extra_charge_on_statement
349	Supported countries	country_support
350	What are the charges for topping up US card?	top_up_by_card_charge
351	I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?	transfer_not_received_by_recipient
352	Can I use top-up with Apple pay?	apple_pay_or_google_pay
353	I can't see a top-up top-up verification code.	verify_top_up
354	I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this.	pending_top_up
355	What are these disposable cards meant for?	get_disposable_virtual_card
356	Google pay top up not working.	apple_pay_or_google_pay
357	Which countries does your service work in?	country_support
358	what is source of my money	verify_source_of_funds
359	Can I convert currency with the app?	exchange_via_app
360	Do you have to be in the UK to get a card?	country_support
361	"I received a ""declined"" message when doing a transfer"	declined_transfer
362	How much does it cost to make transfers?	top_up_by_bank_transfer_charge
363	My card has an expiration date, will you send a new one automatically?	card_about_to_expire
364	I need to know this, where do my funds come from?	verify_source_of_funds
365	Is topping up with cash allowed?	top_up_by_cash_or_cheque
366	Hi, I have an apple watch. How do I use it to top up my card?	apple_pay_or_google_pay
367	Why was I charged extra when transferring?	transfer_fee_charged
368	I need to update my phone number.	edit_personal_details
369	Do you know why my card payment has been declined?	declined_card_payment
370	I need a disposable virtual card. Please tell me how to order one.	get_disposable_virtual_card
371	I live in the UK. Can I get a card?	country_support
372	What are the steps for the identity checks?	verify_my_identity
373	My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?	top_up_failed
374	There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.	direct_debit_payment_not_recognised
375	I saw a payment come out of my account for a merchant I don't remember.	card_payment_not_recognised
376	How soon will I get my card?	card_delivery_estimate
377	The app is saying I made a withdrawl but I didn't.	cash_withdrawal_not_recognised
378	Why couldn't I transfer to a beneficiairy?	beneficiary_not_allowed
379	This card is accepted by what businesses?	card_acceptance
380	On my last trip, I received the incorrect exchange rate.	wrong_exchange_rate_for_cash_withdrawal
381	I haven't received my virtual card yet, do yo know why?	getting_virtual_card
382	Hello, I trying to top up with my card today but it didn't work. When I tried last time it worked but today it isn't. Could you take a look at it for me?	top_up_failed
383	How much does each transfer cost?	top_up_by_bank_transfer_charge
384	Can you give me info about what to do when my card expires?	card_about_to_expire
385	I want a physical card	order_physical_card
386	I am unable to prove my identity	unable_to_verify_identity
387	Can I auto top if I'm low on funds?	automatic_top_up
388	How do I verify the top-up?	verify_top_up
389	I entered the pin incorrectly too many times and now it is blocked. Can you help?	pin_blocked
390	Why do I have duplicate transactions for one purchase?	transaction_charged_twice
391	Where'd the rest of my cash go from the ATM	wrong_amount_of_cash_received
392	My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.	top_up_failed
393	Why hasn't my refund appeared on my statement?	Refund_not_showing_up
394	Why can't the person I sent the money transfer to see it?	transfer_not_received_by_recipient
395	I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?	card_payment_fee_charged
396	My transfer failed, why?	failed_transfer
397	Who can have access to top up my account?	topping_up_by_card
398	I haven't received money from a transfer?	transfer_not_received_by_recipient
399	What are the auto-top up policies?	automatic_top_up
400	How long until the transfer is reflected on my account balance?	transfer_timing
401	I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.	card_linking
402	Can I transfer money using a different currency?	receiving_money
403	Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.	declined_transfer
404	How long will it take to have my card mailed to me?	card_delivery_estimate
405	I just got a card, how can I add it to the app?	card_linking
406	I got my card now, how do I make it show up in the app?	card_linking
407	Is it possible to use an ATM when I am not in the country and make a withdraw with out extra fees?	wrong_exchange_rate_for_cash_withdrawal
408	How do I fill out the identity check?	verify_my_identity
409	I received my salary in the wrong currency. How do I change this?	receiving_money
410	what is going on with my cash withdrawal? the exchange rate is wrong	wrong_exchange_rate_for_cash_withdrawal
411	I think the currency exchange that's been applied is wrong.	card_payment_wrong_exchange_rate
412	is it possible to cancel transactions?	cancel_transfer
413	My phone has been lost or stolen	lost_or_stolen_phone
414	why wouldnt the atm give me money	declined_cash_withdrawal
415	I can't find the PIN.	get_physical_card
416	what happened to the money after i put in the wrong info and it got declined	topping_up_by_card
417	Why does my statement have an extra fee?	extra_charge_on_statement
418	I didn't mean to do the transfer, is there any way to cancel it?	cancel_transfer
419	I need to report a stolen card	lost_or_stolen_card
420	I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?	transfer_not_received_by_recipient
421	I would like a Visa card.	visa_or_mastercard
422	I am having issues using contactless payments, could my card be damaged?	contactless_not_working
423	I got a message that my transfer was declined.	declined_transfer
424	I decided I no long want something that I ordered, and want a refund. How do I go about doing that?	request_refund
425	I need an actual card that I can hold in my hand, how do I do that?	order_physical_card
426	Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?	failed_transfer
427	What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.	pending_transfer
428	I would like my money back for an item I purchased	request_refund
429	In my app, a direct debit payment that I didn't do shows up.	direct_debit_payment_not_recognised
