id	text	label
142	hey order me some take out from jason's deli	takeaway/order
143	i would like instructions on how to cook baked chicken	cooking/recipe
144	what was the stock price for google yesterday	qa/stock
145	add something to my list	lists/createoradd
146	s1, rephrase me further on it please.	general/explain
147	play games	play/game
148	next episode in the podcast please	play/podcasts
149	are there any fun things to do in seattle this weekend	recommendation/events
150	please create a new list	lists/createoradd
151	you did it exactly.	general/affirm
152	i favorite singer is arijit singh find his voice on radio	music/likeness
153	did i receive any new email	email/query
154	talk quieter please	audio/volume_down
155	schedule text messages for later	email/sendemail
156	can i get a train ticket to chicago for next saturday around noon	transport/query
157	is it going to rain in seattle today	weather/query
158	make a catalogue	lists/createoradd
159	to which event can i go in milan now	recommendation/events
160	please turn off all the lights outdoor	iot/hue_lightoff
161	play for me the game harry potter and the chamber of secrets	play/game
162	can you brighten the lights for me	iot/hue_lightup
163	what do you get when you multiply sixteen by nine	qa/maths
164	do you know how to answer this math question	qa/maths
165	id like to get on the next train that will be departing indianapolis headed to chicago	transport/ticket
166	what's one plus one	qa/maths
167	wait, i think that's not the right answer.	general/negate
168	it would be nice if you post status for me	social/post
169	remove the alarm set for four hundred am	alarm/remove
170	i did not catch that.	general/explain
171	how's the stock for exxon mobil doing today	qa/stock
172	i think it's not the correct answer.	general/negate
173	was this song in the top twenty	music/query
174	times clapping sound times	iot/wemo_on
175	most rated delivery options for chinese food	takeaway/query
176	hello can you give the contact details for a particular service centre	social/post
177	please check the command.	general/negate
178	which film the music comes from what is the name of the music	music/query
179	start roomba	iot/cleaning
180	has anyone tagged me in a photo on facebook	social/query
181	i want to know what are happening now in me area	recommendation/events
182	what's the date is currently	datetime/query
183	please tell me about upcoming alarms	alarm/query
184	do you know of any good free knitting patterns	general/quirky
185	can you tell me a latest news	news/query
186	play radia	play/radio
187	what is going on right now on twitter	social/query
188	off the plug	iot/wemo_off
189	raise the volume to fifty	audio/volume_up
190	resume series podcast	play/podcasts
191	can you add up thirteen plus five plus nine for me	qa/maths
192	play station gx in the radio	play/radio
193	i couldn't get what you've said.	general/explain
194	what genre is this song currently playing	music/query
195	what is joe joe's home address	email/querycontact
196	i want to know the result of twenty is to two	qa/maths
197	what is the status on my takeout	takeaway/query
198	tell me again please.	general/repeat
199	find weather report	weather/query
200	delete all events for the next five days	calendar/remove
201	can you set the coffee machine to make coffee at three pm time every week day	iot/coffee
202	start house cleaning	iot/cleaning
203	list all the nearby shops	recommendation/locations
204	i'd like you to check and confirm last thing said please.	general/confirm
205	does contact mona has an email as well	email/querycontact
206	how is weather on such and such day	weather/query
207	what year what the eiffel tower built	qa/factoid
208	tell me my friends most recent update	social/query
209	start a list	lists/createoradd
210	weather like	weather/query
211	post a facebook status update	social/post
212	set alarm to begin	alarm/set
213	create a new shopping list	lists/createoradd
214	what is john smith's home phone number	email/querycontact
215	when is my next appointment and who do i contact to reschedule	calendar/query
216	i'd like you confirm the question please.	general/confirm
217	send me notice of meeting wednesday nine am	calendar/set
218	turn on the robot vacuum cleaner	iot/cleaning
219	please turn off any lights that are still on	iot/hue_lightoff
220	could you explain the meaning of exorbitant for me please	qa/definition
221	let me know the alarm time	alarm/query
222	how's microsoft's stock	qa/stock
223	have any jokes	general/joke
224	can you play back to december	play/podcasts
225	what music service has some soul music i can listen to	music/query
226	how much did facebook stock increase last night	qa/stock
227	what do you suggest that i watch this weekend	recommendation/movies
228	how much is five dollars worth in euros	qa/currency
229	close the light	iot/hue_lightoff
230	read me the last tweet from the washington post	social/query
231	change the lights of the house to a blue hue	iot/hue_lightchange
232	olly can you please shut down.	general/commandstop
233	resume audiobook please	play/audiobook
234	please will you further clarify me on that.	general/explain
235	tweet to ikea costumer service the following i'm not happy with this new klm product	social/post
236	play the most current episode of levin	play/podcasts
237	when the birthday will be	calendar/query
238	reply the email of charles with just thank you right now	email/sendemail
239	show me my calendar event this Friday afternoon	calendar/query
240	Please lower the volume	audio/volume_down
241	what kind of lists do i have saved	lists/query
242	delete scheduled alarm	alarm/remove
243	who is the artist of this song	music/query
244	i like you check and confirm last thing i said please.	general/confirm
245	alarm	alarm/set
246	call pizza hut and order a large pan pizza with ham and mushrooms	takeaway/order
247	i need you to turn off the light of my bed room	iot/hue_lightoff
248	what alarms are set	alarm/query
249	top news	news/query
250	filter all arijit singh sad song and save or create playlist of sad songs of arijit singh	music/likeness
251	can you order me takeout	takeaway/order
252	you have to check out kfi he's the best	music/likeness
253	list and play all theory podcasts under ten min	play/podcasts
254	delete appointment at time	calendar/remove
255	you gave me not correct information.	general/negate
256	what is the current weather in denver	weather/query
257	play for me jazz music	play/music
258	unmute the speaker now	audio/volume_up
259	inform about best circus near me	recommendation/events
260	please keep everything i have on this song	music/likeness
261	will you put on the music	play/music
262	when is easter in the year two thousand and eighteen	datetime/query
263	alarm me at eight am	alarm/set
264	have i set any alarms in the morning	alarm/query
265	that song was awesome can you repeat	music/likeness
266	what are all the lists i have available	lists/query
267	are there any good social events happening in my area	recommendation/events
268	transportation ticket booking train	transport/ticket
269	anything is fine.	general/dontcare
270	create a new list by tomorrow	lists/createoradd
271	s1, rephrase me more on it.	general/explain
272	google stock symbol	qa/stock
273	post to twitter trump is such an ass	social/post
274	please make the smart socket turn off	iot/wemo_off
275	it is too loud decrease the volume	audio/volume_down
276	what is computer	qa/definition
277	can you lie	general/quirky
278	what is the financial capital of canada	qa/factoid
279	what is the track information currently	music/query
280	is soft cheese better than hard	cooking/recipe
281	you did command perfectly.	general/affirm
282	please can you tell me that word said once again.	general/repeat
283	no speaking please	audio/volume_mute
284	open the contact alex in phonebook	email/querycontact
285	are there any shopping centers nearby	recommendation/locations
286	arrange a taxi	transport/taxi
287	remove last played song	lists/remove
288	latest event in new york city	recommendation/events
289	please can you confirm last thing said.	general/confirm
290	yeah that's great.	general/affirm
291	can i order olive garden to go	takeaway/query
292	recommend a movie with justin bieber	recommendation/movies
293	what is the total of 500 and 23	qa/maths
294	what are the local concerts tonight	recommendation/events
295	do i need to pick up the kids from anything today	calendar/query
296	brighten more light	iot/hue_lightup
297	what is the time in geneva	datetime/query
298	what you have said is not so clear.	general/explain
299	please erase the next birthday event	calendar/remove
300	my list please	lists/query
301	it is useful, thank you so much.	general/praise
302	please can you say it one more time again.	general/repeat
303	i don't really mind for anything.	general/dontcare
304	its very tough one	general/quirky
305	it's quiet time	audio/volume_mute
306	locate me the amazon restaurants	recommendation/locations
307	need a taxi for my travel	transport/taxi
308	how much would it cost to buy a share of target	qa/stock
309	repeat that.	general/repeat
310	whats today	datetime/query
311	could you please help me to order some sushi from deliveroo	takeaway/order
312	send an email to john that i am on my way to home	email/sendemail
313	stop after current song	music/settings
314	company coming over turn on the vacuum cleaner right now	iot/cleaning
315	i need the lights in here to be turned up to seven	iot/hue_lightup
316	i need to get up at seven am	alarm/set
317	remind me to meet joe for lunch tomorrow	calendar/set
318	don't really bother, olly.	general/dontcare
319	get news from bbc	news/query
320	could you speak a little more softly	audio/volume_up
321	flag two day after this day as my holiday	calendar/set
322	show me the top rated podcasts	play/podcasts
323	what are i. b. m.'s stock prices	qa/stock
324	please turn on all lights	iot/hue_lighton
325	on my calendar are there any birthdays	calendar/query
326	delete call newspaper from my vacation list	lists/remove
327	where i can find a bakery	recommendation/locations
328	meeting this friday	calendar/set
329	would you please confirm the last thing i said.	general/confirm
330	coordinate all pop song genres	play/music
331	i'dl like to hear any classical except for bach or schubert	play/music
332	next podcast	play/podcasts
333	can i see my work lists	lists/query
334	confirm a railway reservation ticket to california	transport/ticket
335	yeah that is perfect.	general/affirm
336	add newscast time to daily schedule	news/query
337	please speak up	audio/volume_up
338	turn lights to green	iot/hue_lightchange
339	find me a bar in cleveland open until two am	recommendation/locations
340	please check the news on social media	social/query
341	what is the event name going in me area	recommendation/events
342	hows many more reminders are left	calendar/query
343	i dont want sound	audio/volume_mute
344	i need some coffee made	iot/coffee
345	what is the name of this song playing right now	music/query
346	dont do that again.	general/negate
347	that's great one, thanks.	general/praise
348	i want you to check what i just said please.	general/confirm
349	two pm set	alarm/set
350	what is level of traffic at washington	transport/traffic
351	send new email to jana dot litt at gmail dot com	email/sendemail
352	find the nearest uber	transport/taxi
353	put shoes on my list	lists/createoradd
354	let's play a game	play/game
355	i want to have a new playlist of songs	lists/createoradd
356	tell me what i said one more time again please.	general/repeat
357	list all events and delete	calendar/remove
358	turn on vacuum cleaner	iot/cleaning
359	i want to order some takeaway food	takeaway/order
360	set a meeting with tom tomorrow at seven pm	calendar/set
361	please further elaborate your response.	general/explain
362	softer	audio/volume_down
363	is there any traffic on my way to work	transport/traffic
364	show me concerts in sacramento	recommendation/events
365	what is the email i got from my girlfriend	email/query
366	exchanges rates any problems	qa/currency
367	change the opacity of the color	iot/hue_lightchange
368	whats ten percent off forty dollars	qa/maths
369	i would like you to check what last said please.	general/confirm
370	will you once again rephrase me about what you just said now.	general/explain
371	turn up volume	audio/volume_up
372	thanks for reminding me, olly.	general/praise
373	did you get my last instruction correctly?	general/confirm
374	would not mind for any one.	general/dontcare
375	ask for the weather today morning	weather/query
376	is there a sporting event tomorrow in chicago	recommendation/events
377	please note i like jazz and hate disco	music/likeness
378	how expensive is google stock	qa/stock
379	jazz could be choice for me	play/music
380	please create a new tweet	social/post
381	change my music player volume to eighty percent	audio/volume_up
382	breaking news fox news	news/query
383	today is monday is it	datetime/query
384	remove father's day from calendar	calendar/remove
385	siri what is the definition of ziggurat	qa/definition
386	i would not bother, olly.	general/dontcare
387	turn off the light in the kitchen	iot/hue_lightoff
388	show me the posts of my friends in the last hour	social/query
389	book train ticket for this time	transport/ticket
390	please will you say that one more again.	general/repeat
391	what alarms are on right now	alarm/query
392	I'd like to play UNO with you	play/game
393	please turn the lights up	iot/hue_lightup
394	please play my cricket game	play/game
395	let's play	play/game
396	resume war and peace	play/audiobook
397	what is the name of that song	music/query
398	one pm removed	alarm/remove
399	when was the last call i received from jordan	email/querycontact
400	yeap correcly.	general/affirm
401	please tell me how many emails i have	email/query
402	book train to london	transport/ticket
403	is there anything happening nearby	recommendation/events
404	is there an alarm for ten am	alarm/query
405	please remove tricep pulldown from my workout list	lists/remove
406	read my grocery list	lists/query
407	please turn bedroom lights off	iot/hue_lightoff
408	where is the event venue	recommendation/events
409	do i have meeting with steve this week	calendar/query
410	how many cm make one foot	qa/maths
411	is one divisible by three	qa/maths
412	yeah you have gotten my instructions perfectly.	general/affirm
413	tell me movies playing in oceanside tonight	recommendation/movies
414	do i need my tire pressure checked	general/quirky
415	add this email to my address book	email/addcontact
416	look up animal and give me the definition	qa/definition
417	when is shakira's birthday	qa/factoid
418	move buying eggs item to trash from to do list	lists/remove
419	reduce the brightness	iot/hue_lightdim
420	tell me which mutual funds have maximum yearly returns	qa/stock
421	anything unique to do in the city today	recommendation/events
422	two am removed	alarm/remove
423	how many emails do i have from work today	email/query
424	do i have a sales meeting today	calendar/query
425	book a train ticket to new york	transport/ticket
426	my mail	email/query
427	find me the local npr station	play/radio
428	would you like to play a game with me	play/game
429	write a tweet to burger king expressing my disapproval	social/post
430	any activity in the area	recommendation/events
431	train departure	transport/query
432	are there any available train tickets to reserve	transport/query
433	how has your life been changed by me	general/quirky
434	what is the fastest route to town	transport/traffic
435	i want the room to be less bright	iot/hue_lightdim
436	what is the name of the artist that created this song	music/query
437	dismiss my next event	calendar/remove
438	what is on my playlist of movies on the the dvr	lists/query
439	does this restaurant deliver	takeaway/query
440	can you confirm what said please.	general/confirm
441	s1, would you further elaborate to me please.	general/explain
442	is there any event around	recommendation/events
443	does that restaurant allow call in orders	takeaway/query
444	what is traffic to work now	transport/traffic
445	tell me that one more time again.	general/repeat
446	what are the events conducted in new york	recommendation/events
447	when is madonna's birthday	qa/factoid
448	google search booking train ticket	transport/ticket
449	do i need a sweater today	weather/query
450	find a recipe for chicken alfredo	cooking/recipe
451	olly can you shut up please.	general/commandstop
452	find joel osteen's broadcast on sirius	play/radio
453	what day of the week is it	datetime/query
454	i couldn't hear you repeat that louder	audio/volume_up
455	order me a cheese burger from tommy's burgers	takeaway/order
456	wait, you've understood me not right.	general/negate
457	remind me at six thirty pm	alarm/set
458	add juice to my grocery list	lists/createoradd
459	i need some ambiance please	iot/hue_lightchange
460	first week of march meetings	calendar/query
461	yeap you've understood my instructions perfectly.	general/affirm
462	can you please give me john's email	email/querycontact
463	open grubhub	takeaway/order
464	find recent events of the celebrity	general/quirky
465	book ola cab for now	transport/taxi
466	play tonic	play/music
467	erase item please from my list	lists/remove
468	delete lunch tomorrow	calendar/remove
469	please start the vacuum cleaner	iot/cleaning
470	do you have any suggestion action movies	recommendation/movies
471	resume harry potter book five	play/audiobook
472	and the darkness has fallen	iot/hue_lighton
473	yes right response.	general/affirm
474	will they deliver to me	takeaway/query
475	is there a way to clear my calendar	calendar/remove
476	any one will be good to me.	general/dontcare
477	what is charles's email	email/querycontact
478	turn off lights	iot/hue_lightoff
479	please read the last email for me	email/query
480	schedule city cab from home to airport at eight am	transport/taxi
481	add eggs to my grocery's shopping list	lists/createoradd
482	new york time	datetime/query
483	olly that's enough, cancel.	general/commandstop
484	open sirius app and play the classical channel	play/radio
485	play my book	play/audiobook
486	create a new to do list	lists/createoradd
487	check for this mail in my contact if not then add it	email/querycontact
488	give me the latest updates	news/query
489	remind me tomorrow at four about an event	calendar/set
490	what is the best shop restaurant around angel	recommendation/locations
491	find me the name of the artist of this music	music/query
492	running train status to vienna	transport/query
493	add this email to a new contact	email/addcontact
494	what's the alarm situation for tomorrow	alarm/query
495	make this email a new contact	email/addcontact
496	email my sister about mom's birthday jane we should think about arranging the party at the park	email/sendemail
497	exact.	general/affirm
498	when is dale's birthday	calendar/query
499	tweet a complaint to local municipality	social/post
500	set a reminder for two days prior of the event	calendar/set
501	resume the art of war	play/audiobook
502	find a taxi for me	transport/taxi
503	call a taxi for me to arrive tonight at five	transport/taxi
504	give me the list of circus shows going on in the city right now	recommendation/events
505	has derek logged into facebook today	social/query
506	its dark in here mind turning up the light intensity	iot/hue_lightup
507	send me the last list uploaded	lists/query
508	today's closing price for google	qa/stock
509	tune into ninety nine point five fm	play/radio
510	give me the definition of the word armor	qa/definition
511	please tell me a joke	general/joke
512	ah that was great work.	general/praise
513	let's play checkers	play/game
514	how much is the euro worth versus us dollar	qa/currency
515	could you please confirm if paradise does takeaway	takeaway/query
516	which song is this	music/query
517	you've done that right.	general/praise
518	show me all the shops that i can find in milan	recommendation/locations
519	how big is russia	qa/factoid
520	is there any new vegan news on facebook	social/query
521	you have done task all wrong.	general/negate
522	what do you do with my personal data	general/quirky
523	play maroon five playlist	play/music
524	i want you to fast forward the audio then resume	play/audiobook
525	put out the lights	iot/hue_lightoff
526	will you rephrase this again to me please.	general/explain
527	twelve am removed	alarm/remove
528	what is a good joke	general/joke
529	please remove march nineteenth's scheduled event	calendar/remove
530	got it exactly.	general/affirm
531	send an uber to me right now	transport/taxi
532	find out if the olive garden will let me do takeaway	takeaway/query
533	turn on the lamp	iot/hue_lighton
534	set an alarm for tomorrow morning at eight	alarm/set
535	whats going on in my calendar	calendar/query
536	turn the lights on brighter	iot/hue_lighton
537	i have no idea for which to choose.	general/dontcare
538	i need to edit marie jones email address to read	email/sendemail
539	olly please shut down.	general/commandstop
540	healthy foods	cooking/recipe
541	mute the speakers	audio/volume_mute
542	please tell me news related to the stock market	qa/stock
543	make a call to	email/querycontact
544	is there anything happening in town this weekend	recommendation/events
545	will you please play a podcast	play/podcasts
546	what is planned for today in my local area	recommendation/events
547	do they deliver	takeaway/query
548	can you just stop it please.	general/commandstop
549	order me some chinese food	takeaway/order
550	is the weather bad in new york right now	weather/query
551	olly that is all, just stop it.	general/commandstop
552	check my last post on instagram	social/query
553	appreciated, olly.	general/praise
554	set an alarm for eight pm	alarm/set
555	disable wemo socket	iot/wemo_off
556	display latest emails	email/query
557	can you put on the chuck palhunik audio book	play/audiobook
558	put on the vacuum on now and clean the living room	iot/cleaning
559	is there any stopped traffic on route eighty today	transport/traffic
560	play all the programs pertaining to rock songs on the radio	play/radio
561	send an email to rohit saying i am busy tomorrow	email/sendemail
562	please check and confirm the command.	general/confirm
563	did you receive this person email	email/query
564	domino's has takeaway right	takeaway/query
565	can you direct me to the menu for the highest rated chinese carryout near me	takeaway/order
566	add song to running list	music/likeness
567	please give me the latest feed updates	social/query
568	show me what i can do with fitness	general/quirky
569	what is your name	general/quirky
570	would you please check what i last said.	general/confirm
571	can you pause the audio	play/audiobook
572	does paradise has takeaway	takeaway/query
573	please save the current song to favorites	music/likeness
574	confirm alarm for tomorrow morning	alarm/query
575	can you recommend some movies to watch in theater near me	recommendation/movies
576	how congested is the traffic on my way to work	transport/traffic
577	ask a restaurant in me area	recommendation/locations
578	enter this to a list	lists/createoradd
579	mute volume now	audio/volume_mute
580	i'm hungry show me some takeaway food	takeaway/order
581	thanks but i think you did not get the answer correctly.	general/negate
582	yeap you have got my instructions exactly.	general/affirm
583	has the weather changed for wednesday at all	weather/query
584	delete my groceries list	lists/remove
585	you are star, thank you.	general/praise
586	can you call an uber for me	transport/taxi
587	change the color of the lights	iot/hue_lightchange
588	get me new definition	qa/definition
589	what's on tv	general/quirky
590	now playing	play/music
591	check instagram	social/query
592	are there any recent emails from rohit	email/query
593	two thousand and seventeen movies	recommendation/movies
594	doesn't matter with me, olly.	general/dontcare
595	keep playing the episodes in order	play/podcasts
596	does the nearby dominos have delivery	takeaway/query
597	i want to make next week's to do list	lists/createoradd
598	get a me a train ticket to milwaukee from chicago on sunday morning	transport/ticket
599	can you reset.	general/repeat
600	can you check and confirm my last command please.	general/confirm
601	is there any events planned for the next three months	calendar/query
602	can you book me a taxi	transport/taxi
603	remove set alarm	alarm/remove
604	detail for stock price	qa/stock
605	i want to hear a yo mama joke	general/joke
606	what's on your mind today	general/quirky
607	tell me who send the email about the boss yesterday	email/query
608	list all of my upcoming alarms	alarm/query
609	will you please play the next episode of podcast	play/podcasts
610	set up a taxi for eleven am tomorrow	transport/taxi
611	can you open the reply inbox	email/sendemail
612	call the restaurant to see if the delivery is on the way	takeaway/query
613	snooze all today's alarms permanently	alarm/remove
614	dim the lights in my bedroom	iot/hue_lightdim
615	delete my meeting event for march nineteen at one pm	calendar/remove
616	who is the president of america	qa/factoid
617	remove my grocery list	lists/remove
618	can you order me some buffalo chicken pizza	takeaway/order
619	show me events nearby	recommendation/events
620	olly please could you cancel.	general/commandstop
621	can i find out information about a contact	email/querycontact
622	you've done it right thanks.	general/praise
623	call a taxi company	transport/taxi
624	i need to get to location call a cab	transport/taxi
625	this is a good tune please notate file accordingly	music/likeness
626	what items are on my shopping list	lists/query
627	turn the lights off to my room	iot/hue_lightoff
628	find gluten free bakery near me	recommendation/locations
629	how do you pan sear a porterhouse steak	cooking/recipe
630	how is traffic from work to home	transport/traffic
631	start the robot vacuum cleaner	iot/cleaning
632	lower the lights in the bedroom	iot/hue_lightdim
633	play the seventh episode of the morning after	play/podcasts
634	reset the alarm	alarm/remove
635	put on the screen the lists i have available	lists/query
636	start cleaning robot cleaner	iot/cleaning
637	save opinion on song	music/likeness
638	what is the traffic like right now on telegraph	transport/traffic
639	can i order takeaway from spanish place	takeaway/order
640	is a peso worth more than a dollar	qa/currency
641	i don't need tesco item any more delete it	lists/remove
642	play that podcast i was listening to yesterday	play/podcasts
643	could you confirm my last instruction please.	general/confirm
644	yeap get that right.	general/affirm
645	what is six hundred euros in u. s. d.	qa/currency
646	color change of lights	iot/hue_lightchange
647	stay quiet	audio/volume_mute
648	tell me if anything important is happening on social media today	social/query
649	what type of event	recommendation/events
650	if it is four pm in missouri what time is it in london	datetime/convert
651	can you shuffle the light colors in the house	iot/hue_lightchange
652	play my first favorite song on loop	play/music
653	answer email	email/sendemail
654	where seth lives	email/querycontact
655	what is the time in canada now	datetime/query
656	how much philippine peso do i need to make fifty dollars	qa/currency
657	listen carefully that is not correct.	general/negate
658	that's a good song	music/likeness
659	train times to glasgow	transport/query
660	find and order handi paneer in pavitra	takeaway/order
661	set wake up Thursday seven am	alarm/set
662	make the coffee	iot/coffee
663	cut wemo power please	iot/wemo_off
664	can you turn that down	audio/volume_down
665	open facebook messenger	social/query
666	play me the bbc radio podcast	play/podcasts
667	cancel future event from place i worked	calendar/remove
668	recommend a romantic comedy in me area	recommendation/movies
669	play any song of arijit singh	play/music
670	could you please confirm the details.	general/confirm
671	play next episode	play/podcasts
672	save settings	music/settings
673	hi olly please remove the birthday event on coming sunday	calendar/remove
674	be funny for me	general/joke
675	info of rowan atkinson	qa/factoid
676	tell me a joke about lawyers	general/joke
677	call a uber in thirty minutes	transport/taxi
678	time between us and canada	datetime/convert
679	edit list	lists/createoradd
680	status for the pizza delivery from pizza hut	takeaway/query
681	that's not what i just said.	general/negate
682	define the word novel	qa/definition
683	i do not know.	general/dontcare
684	please tell about the alarms	alarm/query
685	i am really craving for chinese food right now please let me order take out	takeaway/order
686	can you set the alarm for one hundred and thirty	alarm/set
687	which restaurant is there in shivaji nagar	recommendation/locations
688	what is hurricane	qa/definition
689	what day of the week does the fifteenth of march fall on	datetime/query
690	describe rock sand	qa/definition
691	hey tell me a knock knock joke	general/joke
692	what are the titles of the lists in contacts	lists/query
693	set alarm for six am tomorrow	alarm/set
694	is warren buffet is investing in my listed stocks	qa/stock
695	any one is good to me.	general/dontcare
696	hey read any email to me	email/query
697	i want to hear chopin now	play/music
698	what's the exchange rate between czk and euro	qa/currency
699	please get the coffee machine to make me some coffee	iot/coffee
700	give me all my lists	lists/query
701	add my car payment on the twelfth in my calendar	calendar/set
702	do you have a joke	general/joke
703	will you shut down please.	general/commandstop
704	please find the recipe for meatballs	cooking/recipe
705	please help me turn on the robot vacuum cleaner	iot/cleaning
706	start the coffee machine at three	iot/coffee
707	cancel meeting at three	calendar/remove
708	when i get home can you please order a pizza	takeaway/order
709	please will you explain me more on what you've said.	general/explain
710	confirm my last command please.	general/confirm
711	please put me your input to know my schedule	calendar/set
712	what movies are showing in cinema today	recommendation/movies
713	can you turn up the volume on itunes	audio/volume_up
714	is there any alarm active	alarm/query
715	how do i dial sarah	email/querycontact
716	remove grocery list	lists/remove
717	set alarm for one hour from now	alarm/set
