id	text	label
55	let's add wonder by hillsong united to my playlist	update_playlist
56	what are some good southern bbq restaurants in nashville	restaurant_suggestion
57	can you show me transactions related to utilities	transactions
58	"i want to hear the song that has, ""baby shark, doo doo"	play_music
59	can i increase my credit limit from 1000 to 2000 please	credit_limit_change
60	when will my credit card app be approved	application_status
61	how is everything with you	greeting
62	i need you to flip a coin once	flip_coin
63	how do i check my rewards for my chase card	rewards_balance
64	to vacation to tel aviv do i need a travel visa	international_visa
65	who is it that you work for	who_do_you_work_for
66	can you get me any recommendations for the place i'm traveling to	travel_suggestion
67	i want a hotel with good review in honolulu, can you find one	book_hotel
68	when will i need my next oil change	oil_change_when
69	what are your favorite hobbies to take part in	what_are_your_hobbies
70	please cancel the table for two at burger king	cancel_reservation
71	i need to know the date in 256 days	date
72	tell me about my health insurance	insurance
73	i need to obtain and uber	uber
74	on my shopping list, remove eggs	shopping_list_update
75	do i have reservations at creme at 7 pm	confirm_reservation
76	can you suggest some quality chinese restaurants in oklahoma city	restaurant_suggestion
77	how long does it take to get to the airport in dallas	distance
78	what is three quarters of one sixth	calculator
79	i would like to try and confirm that i have a reservation at macaroni grill for silva	confirm_reservation
80	what animals await you at home	do_you_have_pets
81	what's the amount due on my vet and vehicle registration bills	bill_balance
82	please increase your speaker volume	change_volume
83	find instructions for how to change the oil in a 2015 passat	oil_change_how
84	please speak faster	change_speed
85	thanks for that!	thank_you
86	how do you say your name	what_is_your_name
87	how many days until my amex card reaches it expiration date	expiration_date
88	how long until my milk expires	food_last
89	please put a block on my us bank account immediately	freeze_account
90	look up the song that's on right now	what_song
91	i need the time zone for la	timezone
92	how are you named	what_is_your_name
93	i have had farm fresh eggs in the fridge for a few months, are they still okay to ingest	food_last
94	let me know the list of transaction on my first hawaiian bank	transactions
95	can you book a car rental today to new york city to philadelphia	car_rental
96	i must pay my cable bill from my checking account	pay_bill
97	i would love to know the closest gas station to glendale	directions
98	what date will my next paycheck be here	payday
99	will i have enough to get a new roku with my savings account	balance
100	i think my luggage has been lost	lost_luggage
101	book an oil change please	schedule_maintenance
102	why am i seeing a hold on my charles schwab account	account_blocked
103	tell me when was car in shop	last_maintenance
104	when will i need to change my oil again	oil_change_when
105	what is the amount of gas in my car	gas
106	talk faster	change_speed
107	does my card have an expiration date and if so, what is it	expiration_date
108	do you have a list of shots that i need for traveling to denmark	vaccines
109	what did i ask you to remind me of	reminder
110	i need to know how many vacation days i have	pto_balance
111	can you book me a hotel in los angeles near commerce casino from april 1st to the 5th	book_hotel
112	i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020	book_hotel
113	tell me the date of my last car check up	last_maintenance
114	can you put on music by beach house	play_music
115	on tuesday you are supposed to have a meeting	calendar
116	how much paid time off do i have saved	pto_balance
117	are you a person that's real	are_you_a_bot
118	what festivals are there to see in paris	travel_suggestion
119	i need to know if i must have an international visa to go to france	international_visa
120	i need to know the travel alerts for kenya	travel_alert
121	do i have any remaining pto days	pto_balance
122	is my phone somewhere around here	find_phone
123	my card expires in what month	expiration_date
124	tell me the status of flight dl123	flight_status
125	check to see if picking up glenn from the airport is on my list of reminders	reminder
126	can you tell me where my phone is	find_phone
127	tell me what cyst means	definition
128	i need help finding the apr on my aspire loan	interest_rate
129	i need a hotel room for 4 people in lakewood from monday to wednesday	book_hotel
130	i want to know the status of my vacation request	pto_request_status
131	the pin number to my card has been forgotten	pin_change
132	what's next on the list	next_song
133	let me know when it's been 5 minutes	timer
134	please tell me the name i should use when talking to you	what_is_your_name
135	what do you use when you make a chef's salad	ingredients_list
136	make my settings go back to their factory settings	reset_settings
137	does the state department say anything about traveling to haiti	travel_alert
138	i want know about carry-on for frontier	carry_on
139	what mpg does this car get on the highway	mpg
140	can you tell me what 30% off 279 is	calculator
141	add eggs to my shopping list if it's not already there	shopping_list_update
142	will my 401k carryover	rollover_401k
143	tell the restaurant to cancel my reservation	cancel_reservation
144	change settings to sound like a female	change_accent
145	what meetings do i have today from 3 to 4	meeting_schedule
146	how is the temperature at ac	smart_home
147	whats your name	what_is_your_name
148	could you tell me what my credit score is	credit_score
149	can you tell bob to get his dog via text	text
150	after how long should i change my oil	oil_change_when
151	when's the next federally recognized holiday	next_holiday
152	why did macy's decline my card	card_declined
153	what are some things you like doing	what_are_your_hobbies
154	how many cups in a quart	measurement_conversion
155	what is my savings balance	balance
156	what do you know me as	user_name
157	what time is my next paycheck coming	payday
158	i need you to act swiftly and freeze all activity on my capital one checking	freeze_account
159	pay my gas bill with my checking account	pay_bill
160	whats the exchange rate for us dollars to british pounds	exchange_rate
161	can you tell me what gas this car takes	gas_type
162	the timer is calculated for 10 minutes	timer
163	let me know the number of vacation days i have	pto_balance
164	it is time to say goodbye	goodbye
165	would you please put a block on my chase account right away	freeze_account
166	i want a block placed on my checking account right away	freeze_account
167	can you tell me the correct spelling of liaison	spelling
168	it is very much false	no
169	what is the sitting time at this restaurant	how_busy
170	when does my oil need to be changed	oil_change_when
171	i need to know how many teaspoons are equivalent to two tablesppons	measurement_conversion
172	what's your age alexa	how_old_are_you
173	who would you say that you are working for	who_do_you_work_for
174	how long will it take to get a new card	replacement_card_duration
175	please add this song to my country music playlist	update_playlist
176	please talk a bit faster	change_speed
177	repeal the dinner reservation	cancel_reservation
178	do the shower playlist please	play_music
179	could you connect to my phone	sync_device
180	i want to hear something funny	tell_joke
181	jump to the next song on this playlist	next_song
182	give me the routing number for my paragon account	routing
183	flip a coin, i choose heads	flip_coin
184	that's definitely false	no
185	does mexico require an international visa	international_visa
186	track down my phone for me	find_phone
187	what is my limit on my visa card	credit_limit
188	my luggage has not arrived and i would like help locating it	lost_luggage
189	are there any openings in new york city from april 2 through april 8	book_hotel
190	how old is al	how_old_are_you
191	how is the traffic near lexington	traffic
192	what is 2+2	calculator
193	what percentage of gas do i have left	gas
194	are you able to help with booking a car rental in seattle	car_rental
195	do you know how to say where is the restroom in french	translate
196	how do i make my credit score better	improve_credit_score
197	i need you to give me a suggestion for what to make for dinner	meal_suggestion
198	can you teach me how to set up direct deposit, or show me who can	direct_deposit
199	i just finished taking out my recycling, so cross that off my to do list	todo_list_update
200	what is the reason for whole foods declining my card	card_declined
201	can i reserve tables at the new york restaurant	accept_reservations
202	help me set a timer please	timer
203	how expensive is it to fuel this car	mpg
204	can you schedule a meeting with steve at the office	schedule_meeting
205	remember to play the next number on this particular playlist	next_song
206	direct me to the application for a new credit card	new_card
207	what types of questions do you have a response for	what_can_i_ask_you
208	check me out on the map	current_location
209	i am going to call the landlord	make_call
210	i am looking for my phone	find_phone
211	for friday, add a doctor's appointment to my calendar	calendar_update
212	should i get an oil change	oil_change_when
213	talk to you soon, bye!	goodbye
214	tell me how to jump start my own car battery	jump_start
215	can you talk to me in french	change_language
216	i am in need of my w2 for tax reasons; provide me where to get it	w2
217	help me to transfer my 401k	rollover_401k
218	dates for my car in the shop	last_maintenance
219	turn up your volume	change_volume
220	tell me everything on my calendar for may 1	calendar
221	is butter ok to use instead of oil	ingredient_substitution
222	i want to talk to you about your hobbies	what_are_your_hobbies
223	i have points on my capital one card and i'd like to know how many i've earned	rewards_balance
224	is there a wait time to get into tgifridays	how_busy
225	what is the process for making a vacation request	pto_request
226	what's the weather like today	weather
227	please suggest a meal from italy to me	meal_suggestion
228	reserve a table for 3 at outback steakhouse under the name lance at 7:00pm	restaurant_reservation
229	ai, please stop your current task	cancel
230	when will it be in 10 days	date
231	turn off whisper mode	whisper_mode
232	how much have i spent on starbucks since the beginning of 2019	spending_history
233	clear my to do list	todo_list_update
234	if i go to brazil, do i need to get an international visa	international_visa
235	ai, flip a coin for me	flip_coin
236	which meetings do i have today	meeting_schedule
237	can you tell me what dirge means	definition
238	please repeat the last thing	repeat
239	can you look and see how many days off i have taken so far since january	pto_used
240	how much are the taxes on my income	taxes
241	that appears true	yes
242	what pets do you have	do_you_have_pets
243	i think there has been a fraud on my black visa card, can i report it	report_fraud
244	forget what i told you to do	cancel
245	how many dollars can i exchange for 200 pounds	exchange_rate
246	can applebees take reservations	accept_reservations
247	when was the date that i was last paid	payday
248	how much pto is gone	pto_used
249	when did i get my last paycheck	payday
250	i need a replacement phone charger ordered online	order
251	i don't have butter can i use oil	ingredient_substitution
252	whats the timezone for modesto	timezone
253	how do you spell verisimilitude	spelling
254	can you tell me my income tax	taxes
255	i want a pic of how to jump start	jump_start
256	i need to set up a new pin number for my college fund account	pin_change
257	how is my credit score rated	credit_score
258	clear my calendar on feb 28	calendar_update
259	how do i redeem my visa points	redeem_rewards
260	i need to know my routing number	routing
261	initiate a phone call with receptionist	make_call
262	please adjust your settings	change_volume
263	roughly how long can i leave bananas in the freezer before i have to throw them out	food_last
264	i need buy a birthday gift for sue taken off my calendar  it is on monday or tuesday last week	calendar_update
265	how long will it take to get to tacoma	distance
266	please tell me the reason for the hold on my bb&t account	account_blocked
267	what is the name you would use for me	user_name
268	either of them could be i'm not sure	maybe
269	can you give me instructions on how to make alfredo	recipe
270	where can i get my w-2	w2
271	is grocery shopping on my reminders list	reminder
272	when was my car last in the shop	last_maintenance
273	where do i find the routing number for navy federal	routing
274	set up a reminder so i don't forget the baby shower this weekend	reminder_update
275	whats the current exchange rate between usd and eur	exchange_rate
276	is there another person that controls you	who_do_you_work_for
277	how long do i need to cook pot au feu for	cook_time
278	if i go by bus, how long will it take to get to the airport	distance
279	how many points have i earned with my chase card	rewards_balance
280	remind me of which insurance plan i'm currently enrolled in	insurance
281	how much air remains in my tires	tire_pressure
282	do you have instructions on jump starting a chevy	jump_start
283	what in the world is my credit rating	credit_score
284	how many vacation days have i accumulated	pto_balance
285	how long does it take until i reach the sky harbor airport	distance
286	please check my tires and let me know if i have sufficient air in them	tire_pressure
287	what is the meaning of the word girn	definition
288	i need help figuring out where my phone is	find_phone
289	what plug types are there in cuba	plug_type
290	how many miles will it take to get to my destination	distance
291	how high is my credit limit for my walmart card	credit_limit
292	when is my meeting with infrastructure	meeting_schedule
293	i want to know if my application for a credit card at community bank has been approved or not	application_status
294	timer for 5 minutes	timer
295	there's been some fraudulent activity on my card	report_fraud
296	send sarah my current location	share_location
297	when did i take my car to the shop last	last_maintenance
298	how healthy is tacos	nutrition_info
299	what do i owe to jcp	bill_balance
300	please find me a recipe for spaghetti now	recipe
301	can you please help me locate my luggage	lost_luggage
302	imagine you had to pick a preferred animal between cats or dogs, which will you pick	do_you_have_pets
303	do i need shots before traveling to mexico	vaccines
304	maybe one, maybe the other	maybe
305	i have lost my card, what am i supposed to do	report_lost_card
306	can you tell me about the traffic typically at noon on the route the hospital	traffic
307	does travel to africa require any shots	vaccines
308	suggest some things for me to do while i am in los angeles	travel_suggestion
309	i gotta have a 10 minute timer	timer
310	do you know my work income	income
311	what is life’s meaning	meaning_of_life
312	are you employed by someone else	who_do_you_work_for
313	tell me the last time i had my car checked out at sam's repair shop	last_maintenance
314	what do you do on off days	what_are_your_hobbies
315	what things are you able to help me with	what_can_i_ask_you
316	bring the sound up	change_volume
317	how is the word acquaintance spelled	spelling
318	i just flew in on american airlines flight ab123 from chicago and can't find my luggage	lost_luggage
319	please immediately disconnect this mobile	sync_device
320	please remind me of something	reminder_update
321	what timezone is melbourne in	timezone
322	enable whisper mode	whisper_mode
323	i want to pay my electric bill	pay_bill
324	can you tell me how to spell the word schadenfreude, i don't know how it's spelt	spelling
325	give me a list of ingredients for making pasta	ingredients_list
326	leave whisper mode	whisper_mode
327	what is the name of your boss	who_do_you_work_for
328	is milk in my shopping list if not, add it	shopping_list_update
329	can i raise the credit limit for my discover card	credit_limit_change
330	go back to your normal settings please	reset_settings
331	how good are the ratings for the olive garden	restaurant_reviews
332	which gas type does this car take	gas_type
333	when was my last payment	payday
334	i need to know when my card is set to expire please	expiration_date
335	reserve me a flight from ft lauderdale to houston on southwest	book_flight
336	what are the carry on limits for delta flights	carry_on
337	search for a flight out of la to chicago on march 3rd for under $500	book_flight
338	give me today's date	date
339	is there a certain kind of fuel needed	gas_type
340	what's my credit rating right now	credit_score
341	any word on my healthcare plan	insurance
342	please tell me how to ask for a taxi in french	translate
343	i need to change my pin number for my checking account	pin_change
344	lets go with heads or tails	flip_coin
345	what was the problem with my card yesterday	card_declined
346	complete a roll on a 4 sided dice	roll_dice
347	signing off	goodbye
348	when will my car need an oil change	oil_change_when
349	what does the word ataraxy mean	definition
350	are there any travel alerts in that region	travel_alert
351	what track am i listening to	what_song
352	text matt and tell him i will be late tonight	text
353	you know the reservation i have on 2:00 friday i confirm it	confirm_reservation
354	is the next day off coming up	next_holiday
355	what's my visa limit	credit_limit
356	i would like nutrition facts for spaghetti carbonara	nutrition_info
357	how many weeks of vacation time do i have	pto_balance
358	is it possible to order more checkbooks for my chase bank account	order_checks
359	can you tell me what the ac is on	smart_home
360	direct deposit information	direct_deposit
361	i need to buy everything on the shopping list	order
362	how much money do i have coming in each month	income
363	create a pto request for march 21st to march 26th	pto_request
364	what do you go by	what_is_your_name
365	need to transfer from one account to my other one	transfer
366	when was my car last worked on	last_maintenance
367	tell me how long until the next day off	next_holiday
368	is there someone i can talk to since i am in the airport waiting for my luggage which never came	lost_luggage
369	is it ok to use ketchup instead of mustard	ingredient_substitution
370	please schedule a meeting with kim at 10 am	schedule_meeting
371	tell me the gas mileage on my car	mpg
372	how do i schedule vacation days	pto_request
373	let my credit card company know that my card split in half	damaged_card
374	reverse a table for 5 at burger king under the name sara at 6	restaurant_reservation
375	x needs to be called by me	make_call
376	i need a mexican meal suggesstion	meal_suggestion
377	how do i get to the fine arts center by foot	directions
378	in the central timezone, what time is it	time
379	speak in french please	change_language
380	what time is it in punta gorda, florida	time
381	how long will it take me to get to walmart	distance
382	is it safe for people to travel to pakistan	travel_alert
383	what is my visa card limit	credit_limit
384	hello, how are things	greeting
385	what sort of jokes do you know	tell_joke
386	say that i am in tulsa, will i be charged even more if i use my card	international_fees
387	i need to know if i need a visa to travel to el salvador	international_visa
388	add my dentist appointment to the calendar	calendar_update
389	what things do you like to do	what_are_your_hobbies
390	so please reset your factory settings	reset_settings
391	has my vacation request been updated	pto_request_status
392	how good are the ratings for chez panisse	restaurant_reviews
393	look up the credit limit for my visa	credit_limit
394	you are wrong	no
395	i want to report fraudulent activity on my visa	report_fraud
396	can you translate that to french	change_language
397	great talk, thanks	goodbye
398	revert to original settings	reset_settings
399	mark down that i will be in rome from february 1 to march 1 and notify my bank	travel_notification
400	are there any meetings on my calendar today	meeting_schedule
401	after losing a credit card, how long does it take to get a new one	replacement_card_duration
402	please roll the 5 sided dice	roll_dice
403	could you tell me if you're a real person	are_you_a_bot
404	please increase the speed of your speech, it is too slow	change_speed
405	5 people are going to be at tropicana by 8pm, reserve the table under martins name please	restaurant_reservation
406	what's your age right now	how_old_are_you
407	how do i find out my credit rating	credit_score
408	schedule an uber to the mall	uber
409	what is the high temperature for tomorrow	weather
410	i want to change my savings account pin to 1234	pin_change
411	could you start a timer for me	timer
412	change your name to something funny	change_ai_name
413	i just got this new job but i need help with my 401k rollover	rollover_401k
414	rolls have how many calories	calories
415	when will i received a replacement card	replacement_card_duration
416	tell me the song that is currently playing	what_song
417	i need to know my rewards balance on my discover card	rewards_balance
418	start responding to joe	change_ai_name
419	did i include butter in my shopping list	shopping_list
420	what is the definition of valor	definition
421	about how much time will it take to get to the laundry in this area	distance
422	how many more miles can i drive on my current tank	gas
423	nice to speak with you	goodbye
424	what exactly is my pin	pin_change
425	i recently took a new job and need help with my 401k rollover	rollover_401k
426	i need to report that my card is lost	report_lost_card
427	i've lost my luggage what should i do now	lost_luggage
428	change response language from mandarin to english	change_language
429	verify my reservation for smith and wollensky at 6:45	confirm_reservation
430	come again	repeat
431	my card has a deep crease through the middle so i would like to report it	damaged_card
432	why don't i have access to my bank account	account_blocked
433	hello siri	greeting
434	how can i take a bus to dallas	directions
435	what's a good italian meal	meal_suggestion
436	what is the sum of 10 plus 5	calculator
437	what is 4 + 4	calculator
438	i should use what kind of oil and can you help me change it	oil_change_how
439	how is my calendar looking for may 6th	calendar
440	how often should i change the oil	oil_change_when
441	i would like everything on my shopping list ordered	order
442	what are some mistakes to avoid so that my credit score stays high	improve_credit_score
443	what is the amount of time to keep milk refrigerated	food_last
444	i need a bed in brownsburg near walmart from apil 4th until the 5th	book_hotel
445	what is the name of the person who made you	who_made_you
446	get a text to mark	text
447	create a new reminder to study for my final exams	reminder_update
448	find travel alerts for haiti	travel_alert
449	how many calories should i plan to be in a donut	calories
450	i need to know when my flight scheduled to board	flight_status
451	notify my bank i'll be in rome from the 1st to the 17th	travel_notification
452	i need you to schedule a meeting with bob brown at noon the day after tomorrow	schedule_meeting
453	what is the gas mileage on a 2012 ford fusion	mpg
454	what's the right way to spell miscellaneous	spelling
455	is the meeting with lisa today	meeting_schedule
456	skip this song, please	next_song
457	give me tomorrow's date please	date
458	how much snow will we be getting tomorrow	weather
459	fill me in on the reviews for ruby tuesday	restaurant_reviews
460	how long until i need to change my oil	oil_change_when
461	your a bot aren't you	are_you_a_bot
462	what kind of interest can i expect with my chase account	interest_rate
463	what's your boss' name	who_do_you_work_for
464	send mom a text asking where are you	text
465	how much tax do i owe	taxes
466	skip and next	next_song
467	what's the typical wait time at red lobster	how_busy
468	that’s not correct	no
469	stop talking	cancel
470	i dropped my card in my gasoline and the printing wore off	damaged_card
471	i will be in boston from march 2 to march 4 can i rent a car for that time	car_rental
472	this was a nice conversation	goodbye
473	what's the status of by delta flight	flight_status
474	inform my bank i'm seeing italy	travel_notification
475	what company do you toil for	who_do_you_work_for
476	can i call you by any name	what_is_your_name
477	would you say i need new tires if i last bought them on the 24th	tire_change
478	what is some trivia about frog	fun_fact
479	what is the pressure of my tires	tire_pressure
480	what's the amount of time off i've had	pto_used
481	put me on a call to sally	make_call
482	help me find someone to look at my check engine light	schedule_maintenance
483	approximately how long does it take to get to the resort in miami	distance
484	can i use sour cream instead of yogurt	ingredient_substitution
485	are there any expected delays for flight dl123	flight_status
486	my name is brad	change_user_name
487	i want to get new insurance	insurance_change
488	please give me today's date	date
489	um, i'm not quite sure	maybe
490	can you text kayla and tell them im running late	text
491	i need someone to look at my check engine light	schedule_maintenance
492	thank you for chatting with me, bye	goodbye
493	how much gas does this use in the city	mpg
494	i need to send my current location to sean	share_location
495	activate my furnace please	smart_home
496	i need to know the time	time
497	is crushed garlic the same as powdered garlic for a spaghetti sauce	ingredient_substitution
498	i want directions to phoenix	directions
499	clear my entire schedule for april 1	calendar_update
500	false	no
501	i need to know the name that you have for me	user_name
502	make an appointment to check my tires	schedule_maintenance
503	i want to know my interest rate	interest_rate
504	if i would like to set up direct deposit, how do i do it	direct_deposit
505	name a good restaurant near me	restaurant_suggestion
506	ignore the previous command	cancel
507	let sal know by text i will be attending	text
508	i want change your name to russ	change_ai_name
509	i would like to try and confirm that i have a reservation at chili’s for melinda	confirm_reservation
510	how much farther is orlando from my location	distance
511	what is your country of origin	where_are_you_from
512	how would i go about setting up a direct deposit	direct_deposit
513	book me a hotel room in memphis for 3 people from 3/6 until 3/10	book_hotel
514	i need to get some assistance figuring out how to rollover my 401k	rollover_401k
515	what is the next song to be played	next_song
516	i am thinking of switching to a different insurance plan	insurance_change
517	i need to book a hotel in ny, queens arrive on 8th and leave on the 13th	book_hotel
518	are there any travel alerts for seattle	travel_alert
519	what is the expiration date on my credit card	expiration_date
520	can i rent a sports car in augusta for 3/4 through 3/8	car_rental
521	is my apr for my credit card available	apr
522	please aid in my searching for my lost phone	find_phone
523	thank you goodbye	goodbye
524	i would like to make a pto request for july 17th and 18th	pto_request
525	how many pesos equals 500 dollars	exchange_rate
526	i think there's a fraudulent transaction on my account	report_fraud
527	what do i do to order new checkbooks for my well's fargo account	order_checks
528	do you think my name is jeff	user_name
529	what's the nutritional information for steak	nutrition_info
530	place a stop on my bank account	freeze_account
531	tell me my car's fuel economy	mpg
532	cross off grocery shopping from todo list	todo_list_update
533	how can i cash in my credit card points	redeem_rewards
534	how do you cooked eggs	recipe
535	is is very much true	yes
536	what is walker bank paying me in interest on my account	interest_rate
537	will you repeat that, please	repeat
538	how much credit do i have on my discover card	credit_limit
539	the place you were born is	where_are_you_from
540	i need new checks	order_checks
541	i couldn't say	maybe
542	how much is my comcast bill	bill_balance
543	tell me when the milk will expire	food_last
544	what is the sum of 3 plus 5	calculator
545	could you roll over my 401k for me	rollover_401k
546	could you tell me how to make changes to my insurance policy	insurance_change
547	what steps should i take to improve my credit score	improve_credit_score
548	use the map and pinpoint my position	current_location
549	what is my gross income per pay period	income
550	what is the meaning of supercede	definition
551	what do i need to make chicken salad	ingredients_list
552	does laos require a travel visa	international_visa
553	my card's magnetic strip is not working and i want to notify them	damaged_card
554	what's fun to do in thailand	travel_suggestion
555	i need more cat food, please order some	order
556	show me the transaction on mcdonald	transactions
557	engage all the door locks	smart_home
558	speak french	change_language
559	add a song to my rock playlist	update_playlist
560	how can i cash in rewards on my discover card	redeem_rewards
561	will i need a visa to visit ireland	international_visa
562	what are some of your hobbies	what_are_your_hobbies
563	i would prefer to hear you speak like a british male	change_accent
564	what kind of gas should i use to fill the car	gas_type
565	which timezone is england in	timezone
566	what's the title of this track	what_song
567	how long until my flight is here	flight_status
568	travel alert in cuba	travel_alert
569	i need the routing number to my chase checking account	routing
570	tell me about your hobbies	what_are_your_hobbies
571	you are so nice to think of me	thank_you
572	how much pto have i depleted	pto_used
573	add this song to my jazz playlist	update_playlist
574	what is the sum of 8 + 3	calculator
575	i need reviews for places serving tacos in chicago	restaurant_suggestion
576	is butter a substitute for oil	ingredient_substitution
577	is it recommended to get any specific shots before i travel to canada	vaccines
578	i want you to use whisper voice now	whisper_mode
579	do i have anything on my calendar next sunday	calendar
580	can i increase the credit limit on my walmart card	credit_limit_change
581	what song am i hearing	what_song
582	about how long should you cook lasagna	cook_time
583	what do you know me by	user_name
584	find out what my water bill costs please	bill_balance
585	x is what i am calling you now	change_ai_name
586	i wanna sub sugar for salt	ingredient_substitution
587	louder please	change_volume
588	i need to know the content of my list of reminders	reminder
589	it was nice to talk it out with you	goodbye
590	tell me everything i included on my list of things to remember for later	reminder
591	i don't like that, no	no
592	"how do you spell ""exactly"	spelling
593	i need to cook, what should i make	meal_suggestion
594	what is the weather outside	weather
595	what is the protocol for requesting a vacation	pto_request
596	what's the nutritional info for spaghetti	nutrition_info
597	can you tell me a fun fact regarding cars	fun_fact
598	what are some of the hobbies you enjoy doing	what_are_your_hobbies
599	remove grocery shopping from todo list	todo_list_update
600	has my application for a trust bank credit card been mailed out and if so was i approved or not	application_status
601	i would like to put carrots on my list for shopping	shopping_list_update
602	tell me the last day i can pay my gas bill	bill_due
603	please tell my bank i'll be in anchorage this week	travel_notification
604	i want to report fraudulent activity on my navy federal card	report_fraud
605	what kind of meal should i eat from thailand	meal_suggestion
606	i need to know where my phone is	find_phone
607	"i want this song put on my ""kids"" playlist"	update_playlist
608	could you cancel my reservation for winters at the palace tonight	cancel_reservation
609	i'd like to know what is on my shopping list	shopping_list
610	ai, what is your name	what_is_your_name
611	i need to know this car's mpg	mpg
612	help me find a recipe for a beef casserole	recipe
613	i want to fly to atlanta for under 300 from pittsburgh	book_flight
614	ai, what is my chase routing number	routing
615	what is your boss's name	who_do_you_work_for
616	can you help me pay my phone bill	pay_bill
617	why did my card get rejected yesterday	card_declined
618	what's my income before taxes	income
619	what is it at, the ac temperature	smart_home
620	how do i get to the museum on foot	directions
621	are you doing okay	greeting
622	michael will reserve a table for two at 7:00pm for olive garden	restaurant_reservation
623	what are the time zones of russia	timezone
624	how long does it take to prepare a lasagna	cook_time
625	add everything to my shopping cart	order
626	deposit ten bucks from my chase account to my ally account	transfer
627	stop it	cancel
628	could you suggest a french restaurant, please	restaurant_suggestion
629	accepted	yes
630	let me know what ingredients i need to make pasta	ingredients_list
631	please find me some good thai restaurants in new york city	restaurant_suggestion
632	when did last go to the auto repair shop	last_maintenance
633	absolutely correct	yes
634	what is the total of my bank accounts	balance
635	what is the time frame for changing oil	oil_change_when
636	what will my state taxes amount to this year	taxes
637	does mexico travel require a visa	international_visa
638	please slow down how you're speaking	change_speed
639	can you tell me what dendrofilous means	definition
640	what will my federal tax return be	taxes
641	send mom a text i'll talk to you later	text
642	can i change your name	change_ai_name
643	whats the definition of poor	definition
644	"""when the credit score improve"	improve_credit_score
645	what kind of gas does my car use	gas_type
646	in spanish, meet me tomorrow is said how	translate
647	what is my pay for this year	income
648	good bye	goodbye
649	alexa, connect to the phone now	sync_device
650	did they process the credit card i applied for	application_status
651	yes you are correct	yes
652	how many miles are my tires rated for	tire_change
653	list roundtrip flights available from dallas to los angeles from march 2 to march 10	book_flight
654	i'm out of cat food, order more	order
655	what's the smallest amount i can pay on the water bill	min_payment
656	i can not thank you enough	thank_you
657	can you find me a recipe for quiche	recipe
658	what is the time right now in the peruvian time zone	time
659	i need to order new checks since i just used the last of them	order_checks
660	remember to remind me of this later	reminder_update
661	what do you think about the meaning of life	meaning_of_life
662	can you check and see how much i owe on my cable bill	bill_balance
663	i need to know the routing number for my checking	routing
664	i would like thai food	meal_suggestion
665	i need help paying my auto insurance bill	pay_bill
666	how often do tires need changing	tire_change
667	my vacation, has it been approved yet	pto_request_status
668	how much is the apr these days on my nordstrom credit card	apr
669	how long do i cook chicken breast	cook_time
670	that's true	yes
671	how do you report a burned debit card	damaged_card
672	thanks a lot for the answer	thank_you
673	get me a hotel room big enough for 4 people from may 3 to may 5 in boston	book_hotel
674	how old	how_old_are_you
675	does bjs take reservations	accept_reservations
676	what rules does southwest have for carry-on luggage	carry_on
677	what insurance plan do i have	insurance
678	how can i build up my credit score	improve_credit_score
